Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
0.016125	ENB PHY Rxed	1	6	1	2	0	0	RACH_PREAMBLE
0.016125	ENB PHY Rxed	1	6	1	2	0	0	RACH_PREAMBLE
0.016125	ENB PHY Rxed	1	6	1	2	0	0	RACH_PREAMBLE
0.016125	ENB PHY Rxed	1	6	1	2	0	0	RACH_PREAMBLE
0.016125	ENB PHY Rxed	1	6	1	2	0	0	RACH_PREAMBLE
0.016125	ENB PHY Rxed	1	6	1	2	0	0	RACH_PREAMBLE
0.016125	ENB PHY Rxed	1	6	1	2	0	0	RACH_PREAMBLE
0.016125	ENB PHY Rxed	1	6	1	2	0	0	RACH_PREAMBLE
0.016558	ENB PHY Rxed	1	6	8	2	0	0	SRS
0.016683	ENB PHY Rxed	1	6	10	2	0	0	SRS
0.0177455	ENB PHY Rxed	1	7	11	2	0	0	SRS
0.017933	ENB PHY Rxed	1	7	14	2	0	0	SRS
0.0186205	ENB PHY Rxed	1	8	9	2	0	0	SRS
0.018933	ENB PHY Rxed	1	8	14	2	0	0	SRS
0.019308	ENB PHY Rxed	1	9	4	2	0	0	SRS
0.0204955	ENB PHY Rxed	2	0	7	2	0	0	SRS
0.021558	ENB PHY Rxed	2	1	8	2	0	0	SRS
0.021683	ENB PHY Rxed	2	1	10	2	0	0	SRS
0.0227455	ENB PHY Rxed	2	2	11	2	0	0	SRS
0.022933	ENB PHY Rxed	2	2	14	2	0	0	SRS
0.0236205	ENB PHY Rxed	2	3	9	2	0	0	SRS
0.023933	ENB PHY Rxed	2	3	14	2	0	0	SRS
0.024308	ENB PHY Rxed	2	4	4	2	0	0	SRS
0.0254955	ENB PHY Rxed	2	5	7	2	0	0	SRS
0.026558	ENB PHY Rxed	2	6	8	2	0	0	SRS
0.026683	ENB PHY Rxed	2	6	10	2	0	0	SRS
0.0277455	ENB PHY Rxed	2	7	11	2	0	0	SRS
0.027933	ENB PHY Rxed	2	7	14	2	0	0	SRS
0.0286205	ENB PHY Rxed	2	8	9	2	0	0	SRS
0.028933	ENB PHY Rxed	2	8	14	2	0	0	SRS
0.029308	ENB PHY Rxed	2	9	4	2	0	0	SRS
0.0304955	ENB PHY Rxed	3	0	7	2	0	0	SRS
0.031558	ENB PHY Rxed	3	1	8	2	0	0	SRS
0.031683	ENB PHY Rxed	3	1	10	2	0	0	SRS
0.0327455	ENB PHY Rxed	3	2	11	2	0	0	SRS
0.032933	ENB PHY Rxed	3	2	14	2	0	0	SRS
0.0336205	ENB PHY Rxed	3	3	9	2	0	0	SRS
0.033933	ENB PHY Rxed	3	3	14	2	0	0	SRS
0.034308	ENB PHY Rxed	3	4	4	2	0	0	SRS
0.0354955	ENB PHY Rxed	3	5	7	2	0	0	SRS
0.035875	ENB PHY Rxed	3	5	13	2	2	0	DL_HARQ
0.0359375	ENB PHY Rxed	3	5	14	2	2	0	DL_CQI
0.0359375	ENB PHY Rxed	3	5	14	2	2	0	DL_HARQ
0.036	ENB PHY Rxed	3	5	15	2	2	0	DL_CQI
0.036	ENB PHY Rxed	3	5	15	2	2	0	DL_HARQ
0.0360625	ENB PHY Rxed	3	6	0	2	2	0	DL_CQI
0.036558	ENB PHY Rxed	3	6	8	2	0	0	SRS
0.036683	ENB PHY Rxed	3	6	10	2	0	0	SRS
0.0377455	ENB PHY Rxed	3	7	11	2	0	0	SRS
0.037933	ENB PHY Rxed	3	7	14	2	0	0	SRS
0.0386205	ENB PHY Rxed	3	8	9	2	0	0	SRS
0.038933	ENB PHY Rxed	3	8	14	2	0	0	SRS
0.039308	ENB PHY Rxed	3	9	4	2	0	0	SRS
0.0404955	ENB PHY Rxed	4	0	7	2	0	0	SRS
0.041558	ENB PHY Rxed	4	1	8	2	0	0	SRS
0.041683	ENB PHY Rxed	4	1	10	2	0	0	SRS
0.0427455	ENB PHY Rxed	4	2	11	2	0	0	SRS
0.042933	ENB PHY Rxed	4	2	14	2	0	0	SRS
0.0429375	ENB PHY Rxed	4	2	14	2	2	0	DL_HARQ
0.043	ENB PHY Rxed	4	2	15	2	2	0	DL_CQI
0.0436205	ENB PHY Rxed	4	3	9	2	0	0	SRS
0.043933	ENB PHY Rxed	4	3	14	2	0	0	SRS
0.044308	ENB PHY Rxed	4	4	4	2	0	0	SRS
0.0454955	ENB PHY Rxed	4	5	7	2	0	0	SRS
0.046558	ENB PHY Rxed	4	6	8	2	0	0	SRS
0.046683	ENB PHY Rxed	4	6	10	2	0	0	SRS
0.0477455	ENB PHY Rxed	4	7	11	2	0	0	SRS
0.047933	ENB PHY Rxed	4	7	14	2	0	0	SRS
0.0486205	ENB PHY Rxed	4	8	9	2	0	0	SRS
0.048933	ENB PHY Rxed	4	8	14	2	0	0	SRS
0.049308	ENB PHY Rxed	4	9	4	2	0	0	SRS
0.0504955	ENB PHY Rxed	5	0	7	2	0	0	SRS
0.051558	ENB PHY Rxed	5	1	8	2	0	0	SRS
0.051683	ENB PHY Rxed	5	1	10	2	0	0	SRS
0.0527455	ENB PHY Rxed	5	2	11	2	0	0	SRS
0.052933	ENB PHY Rxed	5	2	14	2	0	0	SRS
0.0536205	ENB PHY Rxed	5	3	9	2	0	0	SRS
0.053933	ENB PHY Rxed	5	3	14	2	0	0	SRS
0.054308	ENB PHY Rxed	5	4	4	2	0	0	SRS
0.055125	ENB PHY Rxed	5	5	1	2	2	0	DL_HARQ
0.0551875	ENB PHY Rxed	5	5	2	2	2	0	DL_CQI
0.0554955	ENB PHY Rxed	5	5	7	2	0	0	SRS
0.056558	ENB PHY Rxed	5	6	8	2	0	0	SRS
0.056683	ENB PHY Rxed	5	6	10	2	0	0	SRS
0.0576875	ENB PHY Rxed	5	7	10	2	2	0	DL_HARQ
0.0577455	ENB PHY Rxed	5	7	11	2	0	0	SRS
0.05775	ENB PHY Rxed	5	7	11	2	2	0	DL_CQI
0.057933	ENB PHY Rxed	5	7	14	2	0	0	SRS
0.0586205	ENB PHY Rxed	5	8	9	2	0	0	SRS
0.058933	ENB PHY Rxed	5	8	14	2	0	0	SRS
0.059308	ENB PHY Rxed	5	9	4	2	0	0	SRS
0.060375	ENB PHY Rxed	6	0	5	2	2	0	DL_HARQ
0.0604375	ENB PHY Rxed	6	0	6	2	2	0	DL_CQI
0.0604955	ENB PHY Rxed	6	0	7	2	0	0	SRS
0.061558	ENB PHY Rxed	6	1	8	2	0	0	SRS
0.061683	ENB PHY Rxed	6	1	10	2	0	0	SRS
0.0627455	ENB PHY Rxed	6	2	11	2	0	0	SRS
0.062933	ENB PHY Rxed	6	2	14	2	0	0	SRS
0.0636205	ENB PHY Rxed	6	3	9	2	0	0	SRS
0.063933	ENB PHY Rxed	6	3	14	2	0	0	SRS
0.064308	ENB PHY Rxed	6	4	4	2	0	0	SRS
0.0654955	ENB PHY Rxed	6	5	7	2	0	0	SRS
0.066125	ENB PHY Rxed	6	6	1	2	2	0	DL_HARQ
0.0661875	ENB PHY Rxed	6	6	2	2	2	0	DL_CQI
0.066558	ENB PHY Rxed	6	6	8	2	0	0	SRS
0.066683	ENB PHY Rxed	6	6	10	2	0	0	SRS
0.0677455	ENB PHY Rxed	6	7	11	2	0	0	SRS
0.067933	ENB PHY Rxed	6	7	14	2	0	0	SRS
0.0686205	ENB PHY Rxed	6	8	9	2	0	0	SRS
0.068933	ENB PHY Rxed	6	8	14	2	0	0	SRS
0.069308	ENB PHY Rxed	6	9	4	2	0	0	SRS
0.0704955	ENB PHY Rxed	7	0	7	2	0	0	SRS
0.071558	ENB PHY Rxed	7	1	8	2	0	0	SRS
0.071683	ENB PHY Rxed	7	1	10	2	0	0	SRS
0.0727455	ENB PHY Rxed	7	2	11	2	0	0	SRS
0.072933	ENB PHY Rxed	7	2	14	2	0	0	SRS
0.0736205	ENB PHY Rxed	7	3	9	2	0	0	SRS
0.073933	ENB PHY Rxed	7	3	14	2	0	0	SRS
0.074308	ENB PHY Rxed	7	4	4	2	0	0	SRS
0.0754955	ENB PHY Rxed	7	5	7	2	0	0	SRS
0.076558	ENB PHY Rxed	7	6	8	2	0	0	SRS
0.076683	ENB PHY Rxed	7	6	10	2	0	0	SRS
0.0777455	ENB PHY Rxed	7	7	11	2	0	0	SRS
0.077933	ENB PHY Rxed	7	7	14	2	0	0	SRS
0.0784375	ENB PHY Rxed	7	8	6	2	2	0	DL_HARQ
0.0785	ENB PHY Rxed	7	8	7	2	2	0	DL_CQI
0.0786205	ENB PHY Rxed	7	8	9	2	0	0	SRS
0.078933	ENB PHY Rxed	7	8	14	2	0	0	SRS
0.079308	ENB PHY Rxed	7	9	4	2	0	0	SRS
0.0804955	ENB PHY Rxed	8	0	7	2	0	0	SRS
0.081558	ENB PHY Rxed	8	1	8	2	0	0	SRS
0.081683	ENB PHY Rxed	8	1	10	2	0	0	SRS
0.0827455	ENB PHY Rxed	8	2	11	2	0	0	SRS
0.082933	ENB PHY Rxed	8	2	14	2	0	0	SRS
0.0836205	ENB PHY Rxed	8	3	9	2	0	0	SRS
0.083933	ENB PHY Rxed	8	3	14	2	0	0	SRS
0.084308	ENB PHY Rxed	8	4	4	2	0	0	SRS
